p,q,edge_length_avg,edge_length_std,in_degree_avg,in_degree_std,out_degree_avg,out_degree_std,area_km,central_sp_mean,central_sp_std
0.5,0.2,1.298643513264559,0.18578009983292315,3.567873303167421,1.2943173753414612,3.567873303167421,1.5445597132936664,4e-05,10.37897545774861,4.062578394273742
0.5,0.30000000000000004,1.2934607457750118,0.18824508390209502,3.2828054298642533,1.2400274785918353,3.2828054298642533,1.4424474246925574,4e-05,10.960632510516657,4.368174370068241
0.5,0.4,1.2728899381287793,0.19638175851174727,2.97737556561086,1.281414090612459,2.97737556561086,1.4060098508116616,4e-05,12.12633376493109,4.82522071506992
0.5,0.5,1.2549562118878859,0.2015034758881601,2.600907029478458,1.2063321568024374,2.600907029478458,1.3056302612575983,4e-05,11.959801659358096,4.973477607809136
0.5,0.6000000000000001,1.2337720298775552,0.20538301615688484,2.3424036281179137,1.2447595840636683,2.3424036281179137,1.2208478635843956,4e-05,14.241611038179457,5.821953326379141
0.5,0.7000000000000001,1.20663067364359,0.2071062339357752,1.9727891156462585,1.0601774007498317,1.9727891156462585,1.1661062496444148,4e-05,12.324418487912721,5.358842791290607
0.5,0.8,1.1603407338218432,0.20175766559745562,1.6428571428571428,1.0490755829158247,1.6428571428571428,1.0380356949622684,4e-05,11.314909855285181,5.794421572054309
0.5,0.9,1.109703431447128,0.18277255339079987,1.4387990762124712,0.8605119260487479,1.4387990762124712,0.8332415006639479,4e-05,10.031174133046244,4.723532634910896
0.6000000000000001,0.1,1.3219727270547172,0.17233407467260592,3.769230769230769,1.1752168746242841,3.769230769230769,1.5518646924486166,4e-05,10.207470220892173,4.0232651528883965
0.6000000000000001,0.2,1.316703075209668,0.1757323850343195,3.411764705882353,1.224799201872769,3.411764705882353,1.4928629783869947,4e-05,10.29535538940211,4.060649743990061
0.6000000000000001,0.30000000000000004,1.2989260765284592,0.1856406092867812,3.1945701357466065,1.2880120502002563,3.1945701357466065,1.4499703291751238,4e-05,10.63754003550199,4.012556411685667
0.6000000000000001,0.4,1.287536599123071,0.19085141655264237,2.7963800904977374,1.283090697450556,2.7963800904977374,1.30407836437006,4e-05,13.00290262642788,4.580780291907232
0.6000000000000001,0.5,1.2736089586317692,0.19613943817727414,2.4660633484162897,1.1957607531577576,2.4660633484162897,1.2904022227350147,4e-05,13.16763763688535,5.668362600598274
0.6000000000000001,0.6000000000000001,1.2494793585483048,0.20272588266221558,2.1723356009070294,1.226042519350009,2.1723356009070294,1.238921422447828,4e-05,17.49432393832392,7.39560449809101
0.6000000000000001,0.7000000000000001,1.2259816813446227,0.20624489559132173,1.8287671232876712,1.1187051531753305,1.8287671232876712,1.0813461235511608,4e-05,14.159712684549127,7.575199809521786
0.6000000000000001,0.8,1.1712674760195034,0.20398226152927115,1.5115740740740742,0.9378143048807462,1.5115740740740742,0.8686171023177919,4e-05,12.303437490353144,4.857376971607479
0.6000000000000001,0.9,1.124908759081381,0.19009656487020227,1.2475728155339805,0.8795789659372587,1.2475728155339805,0.8684708870141254,4e-05,2.6015792847081216,1.5306522585122624
0.7000000000000001,0.1,1.3304282653064767,0.1663881917922981,3.579185520361991,1.2011763717245836,3.579185520361991,1.4857760794757655,4e-05,10.552971036954336,3.9708396916959123
0.7000000000000001,0.2,1.3334262169895075,0.16412379154733914,3.2828054298642533,1.1992166761476457,3.2828054298642533,1.3913512112014323,4e-05,10.421973934235524,4.072258434492976
0.7000000000000001,0.30000000000000004,1.3195451627722588,0.1739276549598669,2.979638009049774,1.1755587312001956,2.979638009049774,1.3987848168982877,4e-05,11.026918765264593,4.230285625116176
0.7000000000000001,0.4,1.3050086433259485,0.18250601141630998,2.6945701357466065,1.2180458427108687,2.6945701357466065,1.3179640890796689,4e-05,11.923206785359692,4.565956713784422
0.7000000000000001,0.5,1.285236884268898,0.1918043425102618,2.272108843537415,1.20028996758853,2.272108843537415,1.2520703387900383,4e-05,13.018365786510143,4.2978334507352285
0.7000000000000001,0.6000000000000001,1.2623827033130832,0.19959406616057918,1.9931506849315068,1.1635438820353556,1.9931506849315068,1.1357409144618487,4e-05,17.268886365322253,8.686597679677428
0.7000000000000001,0.7000000000000001,1.238689866576669,0.20468445844932343,1.6879271070615034,1.058909498013285,1.6879271070615034,1.0738621818348022,4e-05,2.5271808975657573,1.2505550747016219
0.7000000000000001,0.8,1.2046783934674423,0.2070925439182642,1.4248210023866348,0.9577991149352942,1.4248210023866348,0.8960026071486252,4e-05,9.043655941574508,4.375555092654223
0.7000000000000001,0.9,1.1284527451853643,0.19159008699350047,1.0933660933660934,0.7686295415336009,1.0933660933660934,0.7589791547704975,4e-05,2.165685424949238,1.5931835314578882
0.8,0.1,1.3544973214018758,0.1454965548337357,3.4524886877828056,1.079951254182565,3.4524886877828056,1.3566513392197994,4e-05,10.605655116792606,4.148795065386463
0.8,0.2,1.346519913230768,0.15315742694062634,3.1425339366515836,1.1612331193371934,3.1425339366515836,1.3687034869808885,4e-05,10.90617931274111,4.099509748260032
0.8,0.30000000000000004,1.3377793111374476,0.16067952181184653,2.8076923076923075,1.1715459930889307,2.8076923076923075,1.2962300419350867,4e-05,11.776584970945482,4.3946839621233025
0.8,0.4,1.326221998566566,0.16942486181774954,2.4389140271493215,1.1424062470647869,2.4389140271493215,1.2227580636419575,4e-05,12.186709037122652,4.535057494364405
0.8,0.5,1.3145434239270695,0.17706096862408166,2.1818181818181817,1.0781450246673105,2.1818181818181817,1.1613614125579135,4e-05,16.04911906493186,8.109192397252736
0.8,0.6000000000000001,1.3040337942136273,0.18302560738623677,1.836405529953917,1.0812443682778436,1.836405529953917,1.108601469435223,4e-05,19.91081816344276,8.50344215976558
0.8,0.7000000000000001,1.273698637084287,0.19610900933294012,1.5730858468677493,1.01204783759314,1.5730858468677493,0.9794261730019134,4e-05,1.414213562373095,1.1547005383792515
0.8,0.8,1.224644048948312,0.20636294011499418,1.2246913580246914,0.8951902845098755,1.2246913580246914,0.8643174519969794,4e-05,8.112475814649255,3.2719936578619646
0.8,0.9,1.16680492106376,0.2031476775257245,0.9685863874345549,0.7887013592990999,0.9685863874345549,0.7443030343449615,4e-05,1.5606601717798212,0.9892185757421227
0.9,0.1,1.369373122603342,0.12869674920782118,3.3438914027149322,1.015411232017394,3.3438914027149322,1.2884173415959528,4e-05,10.913701318090352,4.049174394080159
0.9,0.2,1.363967792866124,0.1352325472225986,2.9909297052154193,1.058347360580737,2.9909297052154193,1.2526287269119079,4e-05,11.41514540643687,4.153882621155515
0.9,0.30000000000000004,1.3565068865894931,0.14343230918813685,2.6470588235294117,1.0856334311203006,2.6470588235294117,1.211690020981865,4e-05,12.687160151087163,4.446086312101567
0.9,0.4,1.3523969190544711,0.14759401970192543,2.228506787330317,1.0332928676839015,2.228506787330317,1.1154213278585428,4e-05,15.45387705876926,5.556285158919922
0.9,0.5,1.3467623921068759,0.15293635654062945,2.074829931972789,1.0653591180639255,2.074829931972789,1.0546631279610064,4e-05,19.09063576169078,6.86168260619723
0.9,0.6000000000000001,1.3290325475302411,0.1674136383779876,1.7064220183486238,0.991271561247999,1.7064220183486238,1.0276253225528695,4e-05,0.0,0.0
0.9,0.7000000000000001,1.3113694415784054,0.17894836255597485,1.3708920187793427,0.90304526663854,1.3708920187793427,0.9486821363616968,4e-05,3.2653138486727964,1.815167279027526
0.9,0.8,1.2661503810862216,0.19851214603731368,1.1121951219512196,0.865094136129964,1.1121951219512196,0.8305728619456543,4e-05,0.0,0.0
0.9,0.9,1.1950077596052027,0.20675307129575282,0.8660714285714286,0.7007080056511938,0.8660714285714286,0.6477369356112881,4e-05,0.5,0.5
